,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
748,Bésame,"Play-N-Skillz, Daddy Yankee, Zion & Lennox",3SDvcxPcU7BlV1dAne4dWM,"['chicano rap', 'pop rap']",0.67,0.865,0,-2.469,1,0.035,0.0164,7.4e-06,0.12,0.671,97.008
749,Perdío,"Lérica, Maikel Delacalle",6cmjIBF2murKG8moPpirs7,['spanish pop'],0.699,0.837,1,-2.921,1,0.0845,0.25,0,0.158,0.952,161.874
750,The Bright Side,"Stay Homas, Oques Grasses",4FT39hcPLSrP02YDBqOGLe,['musica catalana'],0.777,0.885,11,-6.114,1,0.0988,0.362,0.00183,0.054,0.922,98.956
751,Chocolatito,Pol Granch,1fgq1t5rkiJhR0LTDzzehu,"['latin viral pop', 'rap espanol', 'spanish pop']",0.793,0.433,2,-6.81,1,0.0418,0.103,1.52e-05,0.14,0.551,119.969
752,No Te Imaginas,"Rels B, Morad",1uam9jorwMmFEeCM9CMsc9,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",0.871,0.593,11,-6.015,0,0.157,0.378,1.07e-05,0.0625,0.823,100.033
753,In Your Eyes (feat. Alida),Robin Schulz,61ZM92T2zaXIVsqncThQzC,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",0.57,0.672,8,-5.888,0,0.0716,0.172,1.04e-06,0.0768,0.461,120.018
754,Mi Niña,Ozuna,2UO9EmjBqFD6cxzlsv6z2v,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.679,0.706,10,-4.853,1,0.0836,0.18,0,0.0784,0.543,170.047
755,Aún me amas,Beret,6QpL9FS8ytyEIYrM2l7lSf,"['latin pop', 'spanish hip hop', 'spanish pop']",0.478,0.591,5,-7.278,1,0.0377,0.272,0,0.107,0.466,78.121
756,Dime A Ve,Jhay Cortez,3ucBGQ4YVATiGQKo8t7FAl,"['latin', 'reggaeton', 'trap latino']",0.773,0.753,10,-4.173,1,0.06,0.122,4.8e-05,0.102,0.56,179.983
757,A Correr los Lakers (Remix),"El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto ""El Famoso Biberon""",29KkQi7wKF6IdOjwU8infb,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",0.753,0.691,1,-3.666,1,0.0661,0.106,9.06e-05,0.172,0.301,161.956
758,Infiel - Remix,"Eix, Rauw Alejandro, Noriel, KEVVO, Brytiago, Jay Wheeler",5Xe78U9cUwnWOuWbgYvAKZ,"['reggaeton', 'reggaeton flow', 'trap latino']",0.793,0.66,2,-3.7,1,0.28,0.346,0,0.134,0.394,87.922
759,Volveré a Empezar,"Stay Homas, Nil Moliner",2KDNePHNaahkf8okcATp51,['musica catalana'],0.776,0.566,5,-7.5,1,0.0563,0.0518,0,0.0867,0.884,127.925
760,In The End,Stay Homas,4PrYq1x0pv5WSMCiy6rp9o,['musica catalana'],0.763,0.719,5,-5.862,1,0.0712,0.0865,0,0.0935,0.85,146.977
761,YAYA,6ix9ine,6EfBMJQwe2xLgldra6DaYp,['emo rap'],0.672,0.733,11,-5.377,1,0.0566,0.00289,0,0.199,0.354,105.043
762,"Zaramay: Bzrp Music Sessions, Vol. 31","Bizarrap, ZARAMAY",2PKb7tFxkwMoS7Y6muOTAR,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.816,0.414,1,-9.654,1,0.132,0.392,8.85e-05,0.0956,0.832,88.015
763,Se Te Nota,Chema Rivas,1O4G9k7amme7Dbjapl5c1D,['trap latino'],0.712,0.808,7,-5.781,1,0.0506,0.566,0,0.229,0.664,100.074
764,Interesá´,Robledo,3uOQBEWpKuithhWox4swU5,['urbano espanol'],0.729,0.847,5,-3.973,0,0.0397,0.324,0,0.345,0.46,89.992
765,Me Provocas,"Dynoro, Fumaratto",7sEwsJK7Ol0J6PFV9nioxu,"['edm', 'pop dance', 'tropical house']",0.679,0.879,5,-3.321,0,0.0556,0.0115,0.0151,0.343,0.325,126.079
766,Un Verano En Mallorca,Rels B,15tpxASJbTcAAfezvJfvuj,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",0.874,0.623,7,-6.287,1,0.229,0.139,4.91e-06,0.145,0.627,98.104
767,Tattoo - Remix with Camilo,Rauw Alejandro,4ZRrLHqzhGRXYj2qcB4s5S,"['puerto rican pop', 'trap latino']",0.848,0.637,9,-5.132,1,0.156,0.0413,0,0.0521,0.698,96.988
768,"Ay, DiOs Mío!",KAROL G,7rg17aDDMb46t9DcOvRMtl,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.715,0.706,11,-4.423,1,0.195,0.496,0.00134,0.106,0.522,179.997
769,Normal,Morad,0zlXXtgXHwwZh20gIY3n7M,"['drill espanol', 'urbano espanol']",0.749,0.654,4,-3.346,0,0.0645,0.546,4.43e-06,0.0906,0.475,90.035
770,Tócame (feat. Arcangel & De La Ghetto),Anitta,4cno0k9jDEFpLAQyHNjqVx,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",0.785,0.74,1,-5.374,1,0.172,0.0205,8.28e-05,0.22,0.746,100.057
771,Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,"['chicago rap', 'melodic rap']",0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991
772,Atrévete,Adexe & Nau,43BnANAbBT37cJmVCrD17k,['latin viral pop'],0.867,0.775,11,-4.859,0,0.101,0.0574,0.000104,0.0788,0.592,91.997
773,Como Estrellas,LA YOUNG,7GcN9q4AAH4uzQKvyuvByT,['rap espanol'],0.445,0.495,6,-6.058,1,0.11,0.764,0,0.261,0.752,170.044
774,Cucu,"Lennis Rodriguez, Juan Magán",0hAfLLkw3l8ZZ8jYsPqbls,"['dominican pop', 'urbano espanol']",0.909,0.582,4,-8.603,0,0.0595,0.476,1.26e-05,0.127,0.724,110.989
775,Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",0XkmeG97T4mtYlWRJcrxec,['melodic rap'],0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995
776,Relaciones,Lunay,2TL9UACmry1qTiurBc2PjV,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.683,0.787,8,-2.962,0,0.0841,0.425,0,0.136,0.792,173.941
777,Anaranjado,"Jowell & Randy, J Balvin",0cRgJuB6TRtb5RZ2HkjSLh,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.763,0.58,8,-6.196,1,0.144,0.0466,1.6e-05,0.154,0.608,175.937
778,Te Mueves,"Zion & Lennox, Natti Natasha",23MEeQTkSmsDS6NjL8k6I8,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.755,0.804,1,-4.3,0,0.151,0.0541,4.78e-05,0.175,0.698,95.067
779,Sugar Mami,"La Zowi, Albany, Pipo Beatz",2lwrv8g1JbRlhhqYpPVnlE,"['rap latina', 'urbano espanol']",0.883,0.563,7,-7.052,1,0.284,0.318,2.92e-05,0.127,0.473,98.038
780,No Bailes Sola,"Danna Paola, Sebastian Yatra",1GNSWpe2SB30zYGbNTD96b,"['latin', 'latin pop', 'latin viral pop', 'mexican pop', 'pop']",0.598,0.734,10,-3.982,1,0.116,0.208,0,0.272,0.621,179.885
781,Querida,"Piso 21, Feid",4VwbXijbE0bSA0HzTvsqzH,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.758,0.844,1,-4.427,1,0.0695,0.0325,0,0.333,0.373,99.955
782,ITALIANO 2020 (with Omar Montes),"NDG, Ayden Lau",3lgflEXCoZVx3ZIO3GwVHp,"['italian hip hop', 'pop virale italiano']",0.701,0.821,10,-3.944,0,0.0791,0.237,0.000245,0.119,0.699,195.976
783,Carolina - En directo 2000,M-Clan,4UtREbGYnd1nZLckEb5y8J,"['cantautor', 'spanish new wave', 'spanish pop', 'spanish rock']",0.649,0.9,7,-4.135,1,0.0306,0.146,0,0.694,0.86,123.978
784,Sin Tabú,"Nakary, Zion, Noriel, Justin Quiles, Dalex, KEVVO",7xJeg4TFZBwoK63G98YRaA,[],0.721,0.784,2,-4.797,1,0.275,0.0813,9.39e-06,0.0855,0.585,179.954
785,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,5DoLhdU27owX1NMrKLUbUl,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",0.863,0.669,6,-5.952,0,0.282,0.111,0,0.0569,0.947,164.062
786,What Makes You Beautiful,One Direction,4cluDES4hQEUhmXj6TXkSo,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99
787,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",0EhpEsp4L0oRGM0vmeaN5e,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.571,0.693,6,-8.234,0,0.0545,0.00536,0,0.173,0.393,168.169
788,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",0TUW9faHNaBmi89wsYGp9y,"['argentine hip hop', 'trap argentino', 'trap latino']",0.696,0.678,4,-5.893,0,0.0735,0.582,2.22e-06,0.134,0.346,91.985
789,Trendy,"Rvfv, Lola Indigo",6KS9MjBx9PnEetb0XUqGv6,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.732,0.748,1,-3.939,0,0.243,0.535,0.000299,0.18,0.418,100.835
790,Sangría - con WOS,"Trueno, Taiu, TATOOL, Evlay",1fJjC8C0BdgUHlKIP2ODQf,"['argentine hip hop', 'trap argentino', 'trap latino']",0.666,0.787,2,-4.6,1,0.226,0.156,0,0.85,0.908,95.799
791,Rain II,"Trueno, Taiu, XOVOX, TATOOL",16tcwFXBCSmSxLj5vnlsU9,"['argentine hip hop', 'trap argentino', 'trap latino']",0.786,0.63,6,-5.992,0,0.105,0.353,1.44e-05,0.206,0.64,138.035
792,Atrevido,"Trueno, Taiu, ONIRIA, TATOOL",6tMqYyCVU2aKgUahMvJz2S,"['argentine hip hop', 'trap argentino', 'trap latino']",0.864,0.64,8,-5.489,1,0.106,0.236,0,0.374,0.858,135.021
793,Ñeri,"Trueno, Taiu, TATOOL",6Cgj3VVfcYJN9vZbMVcKRd,"['argentine hip hop', 'trap argentino', 'trap latino']",0.573,0.794,9,-4.469,1,0.244,0.591,6.97e-06,0.377,0.764,187.727
794,cardigan,Taylor Swift,4R2kfaDFhslZEMJqAFNpdd,"['pop', 'post-teen pop']",0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033
795,G.P.S. - con Aleman,"Trueno, Taiu, TATOOL",03e3pnRddWmYOVQlzs3Qnb,"['argentine hip hop', 'trap argentino', 'trap latino']",0.665,0.809,1,-4.782,1,0.144,0.224,0,0.14,0.6,96.907
796,Cucumelo,"Trueno, Taiu, TATOOL",5TomkIGGAC7JHVbqvPPUR5,"['argentine hip hop', 'trap argentino', 'trap latino']",0.866,0.714,1,-6.469,0,0.0651,0.093,0,0.0918,0.195,125.016
797,Background,"Trueno, Taiu, TATOOL",2Kv37yc67cNNAujkActU6t,"['argentine hip hop', 'trap argentino', 'trap latino']",0.703,0.857,8,-4.207,0,0.166,0.417,0,0.107,0.74,93.947
798,exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,"['pop', 'post-teen pop']",0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602
799,the 1,Taylor Swift,0Jlcvv8IykzHaSmj49uNW8,"['pop', 'post-teen pop']",0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883
800,Gistro Amarillo,"Ozuna, Wisin",4Vpwf76uBHswSRhhpg0llh,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.798,0.846,7,-3.761,0,0.178,0.214,0,0.0906,0.76,92.064
801,Listo Va,"Ana Guerra, Lérica",6eQlzwUy3ZKzR9B4UkmPjc,"['latin pop', 'latin talent show', 'latin viral pop', 'spanish pop']",0.724,0.727,8,-6.197,1,0.0494,0.0133,0.00581,0.333,0.85,93.998
802,the last great american dynasty,Taylor Swift,2Eeur20xVqfUoM3Q7EFPFt,"['pop', 'post-teen pop']",0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922
803,Si Tú Existieras,Cepeda,2SX0lGNEpoQ64AHyPdUWbg,"['latin pop', 'latin talent show', 'latin viral pop', 'spanish pop']",0.291,0.549,9,-6.636,1,0.0338,0.262,0,0.102,0.182,71.258
804,my tears ricochet,Taylor Swift,1MgV7FIyNxIG7WzMRJV5HC,"['pop', 'post-teen pop']",0.456,0.263,0,-10.63,1,0.0332,0.806,0,0.0749,0.111,129.86
805,mirrorball,Taylor Swift,0ZNU020wNYvgW84iljPkPP,"['pop', 'post-teen pop']",0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107
806,august,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K,"['pop', 'post-teen pop']",0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937
807,A Güiro,Rafa Pabön,4hgIsfE3u7duCJFYXm6kZe,"['reggaeton', 'reggaeton flow', 'trap latino']",0.958,0.581,4,-5.424,0,0.134,0.185,0.0707,0.0282,0.902,120.026
808,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,0dZpw3h6KZhcHec61qwevZ,['jawaiian'],0.824,0.854,8,-5.312,1,0.177,0.016,4.95e-05,0.117,0.896,95.114
809,Mami,"Ptazeta, Juacko",55C0glNSvxJDCfgHwiCZb1,['urbano espanol'],0.616,0.649,7,-6.555,0,0.464,0.598,1.9e-06,0.0788,0.656,189.862
810,Más De Lo Que Aposté,"Aitana, Morat",00QBHaaP4KUcjlmxWriMbC,"['latin pop', 'latin talent show', 'spanish pop']",0.621,0.918,1,-3.01,0,0.0552,0.0754,0,0.13,0.834,151.988
811,Hawái,Maluma,4uoR6qeWeuL4Qeu2qJzkuG,"['latin', 'reggaeton', 'reggaeton colombiano']",0.787,0.728,6,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.066
812,Aprendiendo El Sexo,Bad Gyal,4ZjtBYFciJkcj3K741Ij1d,"['rap catala', 'rap latina', 'trap catala', 'trap latino', 'urbano espanol']",0.794,0.807,4,-4.236,0,0.0825,0.113,0,0.418,0.354,98.041
813,Dime Bbsita Remix,"Robledo, Ovy On The Drums, Lalo Ebratt, Omar Montes, Alex Martini",7pW8587r5IVPB4SgxNaPgI,['urbano espanol'],0.8,0.73,0,-2.051,1,0.0917,0.122,0,0.548,0.774,94.932
814,my future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,"['electropop', 'pop']",0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745
815,Cambio de Temperatura,"Don Patricio, Aissa, Lucas Otero",36RSTxIzBjAj8l47ZLIhMw,"['trap latino', 'urbano espanol']",0.82,0.604,8,-4.64,1,0.137,0.446,0.000125,0.0984,0.886,162.776
816,DE AQUI PA YA,"The Plug, Lacrim, Morad, SRNO",1CZMFyxYnAnIHD3nwLP95E,['uk hip hop'],0.692,0.699,1,-7.903,0,0.394,0.308,0,0.142,0.755,175.755
817,Dembow 2020,"Yandel, Rauw Alejandro",0j1VxrPkMyFGvz0jZzxUoZ,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.786,0.811,8,-4.31,1,0.0836,0.122,3.99e-06,0.161,0.731,92.953
818,La Tóxica,Farruko,15OjBeqNX3bShsGYQbteRv,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.659,0.701,9,-4.107,1,0.164,0.0882,0,0.0866,0.623,91.97
819,Por Mi Reggae Muero 2020,"Yandel, Anuel AA",09yuQ2v1mHGWZVrpQB1Oj4,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.603,0.815,0,-3.572,1,0.0904,0.0361,0,0.133,0.79,105.254
820,Envidiosos,"Maka, Bandaga",56HoyK9U06YClpkvOqfWpM,"['flamenco urbano', 'pop flamenco', 'urbano espanol']",0.719,0.699,4,-5.242,0,0.0922,0.13,5.25e-05,0.118,0.507,149.914
821,Diablo en Mujer,"Yandel, Myke Towers, Natti Natasha, Darell",5VImGHyEZhJz7hf0YTTi4t,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.829,0.877,8,-2.253,0,0.0885,0.0185,8.98e-05,0.0645,0.543,97.042
822,No Te Vayas,"Yandel, J Balvin",3nowY0ZuWMuAmmAu1plEBP,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.717,0.799,2,-3.737,1,0.0525,0.211,3.42e-06,0.259,0.619,169.961
823,Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,"['dance pop', 'pop']",0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857
824,Flexin',"Lit Killah, Bizarrap",0hwEhPxCBLKiqeBMZavGAv,"['argentine hip hop', 'trap argentino', 'trap triste']",0.84,0.488,10,-6.156,1,0.0684,0.191,0,0.103,0.85,97.984
825,"Cazzu: Bzrp Music Sessions, Vol. 32","Bizarrap, Cazzu",1MZqHpFyB4j5tFCFNvURou,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.89,0.466,7,-9.092,0,0.0773,0.389,0.0899,0.0819,0.593,131.04
826,Alcatraz,"Natos y Waor, Pablo Gareta",0iLM2UXFnpMNh1I4mdiRmN,"['rap underground espanol', 'spanish hip hop', 'urbano espanol']",0.561,0.822,6,-7.675,1,0.568,0.339,0,0.12,0.107,176.093
827,Pa' La Cultura,"David Guetta, HUMAN(X), Sofía Reyes, Abraham Mateo, De La Ghetto, Manuel Turizo, Zion & Lennox, Lalo Ebratt, Thalia, Maejor",3MR5Lnhd6uCIgLXSK7nmyX,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.755,0.854,9,-4.288,0,0.0517,0.0249,1.58e-05,0.389,0.588,105.038
828,Cosas interesantes para decir - En directo en el estudio,Amaia,5Ob5ta0SyiQJ1SyHrlTUe3,"['eurovision', 'latin talent show', 'latin viral pop']",0.443,0.517,0,-11.151,1,0.0613,0.0519,4.87e-06,0.152,0.769,166.926
829,Mi Estilo de Vida II,"Ñejo, Miky Woodz, Myke Towers, Ñengo Flow, Rauw Alejandro, Kenai, Arcangel",4jpzkaXeIglP7BfyhmtNW9,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",0.688,0.821,7,-4.638,0,0.129,0.226,0,0.376,0.694,152.065
830,WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,"['pop', 'pop rap', 'post-teen pop', 'rap']",0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073
831,América,Eva B,3hscXgSy2GjdDogMffuQnu,"['latin talent show', 'latin viral pop']",0.837,0.687,10,-7.33,0,0.141,0.287,0.000565,0.0623,0.676,99.963
832,Jeans,Justin Quiles,3GtnId3Cm1Xa6joCj08nzW,"['latin', 'reggaeton', 'trap latino']",0.807,0.656,3,-4.395,0,0.105,0.0165,0,0.0693,0.89,83.943
833,Te Acuerdas Que,"Juancho Marqués, Daniela Garsal, InnerCut",05k3khLNk1GU3B6ebjNvPP,"['rap espanol', 'spanish hip hop', 'urbano espanol']",0.599,0.503,10,-6.648,1,0.231,0.0592,1.72e-06,0.615,0.3,87.248
834,Midnight Sky,Miley Cyrus,27ycaQnQAxaPiyeg3nr2aB,"['dance pop', 'pop', 'post-teen pop']",0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0
835,A Un Paso De La Luna,"Ana Mena, Rocco Hunt",7ql2RUmAmj36tkMUNWo7MT,"['latin pop', 'spanish pop']",0.744,0.771,10,-5.403,1,0.0531,0.394,0,0.292,0.954,121.968
836,Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
837,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Dua Lipa,0pk1hxhJLBSZZ5RKBhcwOa,"['dance pop', 'pop', 'uk pop']",0.808,0.655,11,-7.34,0,0.139,0.0373,0,0.208,0.56,116.029
838,Mi Cuarto,Jerry Di,6fmQjRuo7XvRFCK2qex5hQ,"['cubaton', 'pop venezolano', 'reggaeton', 'trap latino']",0.854,0.525,1,-4.426,1,0.214,0.819,0,0.146,0.63,97.054
839,Caramelo - Remix,"Ozuna, KAROL G, Myke Towers",2uu2aGqA2UblCg581Q7l1g,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.754,0.796,3,-3.743,0,0.139,0.062,8.6e-05,0.204,0.62,168.045
840,Nada,"Cali Y El Dandee, Danna Paola",4K8cyoCDovlc4FvtUr2Hfx,"['champeta', 'colombian pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905
841,34 Amor y Mafia,"JC Reyes, Camin",6Vi8rWobVwobca5fR5WHVG,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.844,0.771,9,-4.026,1,0.043,0.331,0,0.0893,0.829,94.029
842,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,6C6mUonH6MNdSg5pw7kOc9,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",0.752,0.716,10,-5.2,0,0.0325,0.254,0,0.243,0.553,117.007
843,Dynamite,BTS,4saklk6nie3yiGePpBwUoc,"['k-pop', 'k-pop boy group']",0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044
844,Madrid (feat. Myke Towers),Maluma,19OXtYzrJyCrQvTbfukt4H,"['latin', 'reggaeton', 'reggaeton colombiano']",0.764,0.741,9,-3.617,1,0.101,0.239,0,0.107,0.802,170.081
845,Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",4RJz8NfIe09gpKMiRUWKhJ,"['latin', 'reggaeton', 'reggaeton colombiano']",0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,0.884,83.897
846,Qué Te Pasó?,"Omar Montes, Mariah Angeliq",6HT0Nik8yq0Aiw814elnEu,"['flamenco urbano', 'trap latino', 'urbano espanol']",0.665,0.724,10,-2.83,0,0.0708,0.111,0,0.075,0.893,161.958
847,Llegará,Myke Towers,52zHq60TmFob7fBVx3BQSo,['trap latino'],0.818,0.744,1,-4.917,0,0.0327,0.541,0.000661,0.106,0.741,101.996
848,Räikkönen,"Natos y Waor, Pablo Gareta",50eA43Qqki1LhzdkQ5TvkK,"['rap underground espanol', 'spanish hip hop', 'urbano espanol']",0.859,0.854,0,-5.203,1,0.436,0.0262,0,0.123,0.477,172.06
849,Trap Pea,"El Alfa, Tyga",7d9ybTfliQ5iOJB0i364OS,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",0.969,0.889,4,-2.0,1,0.202,0.0083,0.00214,0.134,0.626,117.009
850,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078
851,Bukowski,Ayax y Prok,34fKPzASNYaX70vBeg24Lv,['urbano espanol'],0.571,0.76,4,-6.399,0,0.384,0.115,0,0.966,0.563,90.165
852,Mood (feat. iann dior),24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,['cali rap'],0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007
853,Santería,"Lola Indigo, Danna Paola, Denise Rosenthal",3VArTR8VPyOEiITj8SJMLv,['spanish pop'],0.74,0.892,11,-2.756,0,0.0664,0.025,0,0.188,0.826,105.003
854,"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix","Rauw Alejandro, Dalex, Lenny Tavárez",3oCghu20Kto5Xcu8Pg0cit,"['puerto rican pop', 'trap latino']",0.788,0.629,0,-4.727,1,0.0883,0.16,0.000828,0.0598,0.738,172.044
855,Ice Cream (with Selena Gomez),BLACKPINK,4JUPEh2DVSXFGExu4Uxevz,"['k-pop', 'k-pop girl group']",0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-05,0.0311,0.91,159.972
856,VAMONOS,"Kidd Keo, Sick Luke",7b9kVs2a1ljoTqZp6TRezW,"['trap latino', 'trap triste', 'urbano espanol']",0.706,0.714,11,-6.451,1,0.0511,0.409,1.03e-06,0.368,0.622,156.053
857,Over Now (with The Weeknd),Calvin Harris,58AGoOGbwsQMhBbH0eFLRR,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043
858,DEMONS (feat. Young M.A),Kidd Keo,4RHrf1byiqcRCGwI6fHvKu,"['trap latino', 'trap triste', 'urbano espanol']",0.79,0.446,8,-5.678,1,0.0575,0.401,0,0.261,0.288,89.982
859,Luna,"Gigolo Y La Exce, Myke Towers",5zT6JYm5IKgUVA7aAYsAhp,"['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",0.787,0.564,7,-9.145,1,0.0576,0.195,0.000266,0.106,0.258,89.99
860,Nuevo mundo (feat. Juancho Marqués),Fuel Fandango,4hklliK34BQpPNsoag1JmL,"['latin rock', 'pop electronico', 'spanish indie pop']",0.717,0.739,6,-7.417,1,0.0525,0.446,0.001,0.14,0.528,92.023
861,THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",2V4Fx72svQRxrFvNT1eq5f,['k-pop girl group'],0.676,0.857,10,-4.368,0,0.0438,0.0215,0,0.254,0.717,149.981
862,Sube La Music,"De La Ghetto, Nicky Jam",2CIJusVSWZKH4XIXxipD0I,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.832,0.714,5,-3.538,0,0.0412,0.0375,0.0141,0.11,0.43,94.015
863,¿Dónde Está?,Maka,2UCaYmu8962YDnxRrGg8pF,"['flamenco urbano', 'pop flamenco', 'urbano espanol']",0.638,0.703,11,-6.3,1,0.0629,0.274,0.000787,0.191,0.401,160.02
864,EBISU,Kidd Keo,4yOpexM22fQhURLXISCebx,"['trap latino', 'trap triste', 'urbano espanol']",0.627,0.705,10,-7.617,0,0.382,0.562,0,0.141,0.538,159.976
865,Jerusalema (feat. Nomcebo Zikode),Master KG,2MlOUXmcofMackX3bxfSwi,['south african house'],0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009
866,Pegao / Me Miro y La Mire (TikTok Hit),Omega,4Pzk85DqWoLqptyA5IlhLk,"['dominican pop', 'rap dominicano']",0.945,0.521,10,-5.028,0,0.271,0.105,0.0557,0.0568,0.861,120.031
867,Mood Swings (feat. Lil Tjay),Pop Smoke,5rZlwNFl01HqLWBQGryKSm,['brooklyn drill'],0.48,0.602,10,-6.335,0,0.368,0.487,0,0.0848,0.269,179.798
