,Track,Artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
944,Crazy Over You,BLACKPINK,7qq0EOPW4RRlqdvMBmdd73,0.804,0.633,4,-6.186,1,0.0612,0.0371,0.000119,0.102,0.67,115.002
945,La huella,Vanesa Martín,4GB7XuqlBD1FsLTX69GcyG,0.625,0.465,6,-7.173,0,0.113,0.661,0,0.109,0.479,83.769
946,Love To Hate Me,BLACKPINK,7iKDsPfLT0d5mu2htfMKBZ,0.686,0.64,8,-5.491,1,0.159,0.0334,0,0.0801,0.597,162.225
947,Será,"Llane, Manuel Turizo",2DElz2QWtR8ME3VTXsOlWN,0.751,0.576,0,-6.792,1,0.155,0.0318,8.56e-06,0.2,0.513,165.995
948,Entre Tú y Yo,Chema Rivas,1CGhHQZF487xpWITQW1bam,0.854,0.669,9,-5.206,0,0.0617,0.288,0,0.221,0.484,120.023
949,Demasiadas Mujeres,C. Tangana,3GaGWoU1KfVqgl7vnRHP55,0.658,0.453,9,-7.378,0,0.39,0.131,0.0002,0.0848,0.358,126.043
950,La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",7ndTONDDRFGiPnnhOzOXxq,0.736,0.632,11,-4.939,0,0.0648,0.18,0,0.349,0.503,92.03
951,Siempre Que Amanece,"Maka, DELLAFUENTE, Morad",4AsrtM9cxSYQJLp1978fm4,0.707,0.645,8,-7.404,0,0.0815,0.196,0.00598,0.106,0.29,103.047
952,Con Los Pies En El Suelo,Cepeda,6kFI0BSJ3DqXanS68lyMD1,0.578,0.888,1,-2.904,1,0.0469,0.0152,0,0.105,0.673,130.009
953,GHOSTÉAME,Cruz Cafuné,0b8RBrK26xIwTNxB75L9R3,0.741,0.367,8,-12.413,0,0.4,0.524,3.37e-06,0.104,0.61,110.094
954,Nunca Debiste Cruzar el Mississippi,Leiva,54DNPvs4lATJs2KFZCVCDj,0.702,0.216,2,-8.808,1,0.0398,0.79,0.000395,0.108,0.432,78.009
955,En Tu Cuerpo - Remix,"Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra",3dEtfTtCXWW7N8WQ9FD29z,0.742,0.497,0,-9.381,0,0.0746,0.249,0.00335,0.0993,0.558,156.013
956,Génesis,FERNANDOCOSTA,46zjZx463RuHFSeUb0VXMN,0.501,0.712,7,-7.865,1,0.311,0.586,0,0.0969,0.716,88.838
957,Estadia,"Omy de Oro, Rauw Alejandro",1naW83N44WMeZ0W719OC14,0.827,0.768,6,-5.503,0,0.0794,0.685,0.00218,0.308,0.708,91.989
958,Qué Mal Te Fue (Remix),"Natti Natasha, Justin Quiles, Miky Woodz",7FhopXtl9z9YtD9NwUf9ss,0.769,0.712,7,-5.042,0,0.105,0.0812,6.67e-06,0.0988,0.841,173.931
959,Satisfacción,"Arcangel, Myke Towers",4oO8HV1rGgXIGklt8HYjJR,0.854,0.715,11,-5.618,0,0.207,0.0691,0,0.0651,0.581,90.021
960,Hablemos de amor,Pablo Alborán,0ttJ5VlYydkecHXNqQChgN,0.439,0.279,6,-11.014,1,0.0587,0.748,0,0.0894,0.178,79.128
961,Avioncito de Papel,"Dani Martín, Camilo",3NotbAoyN09CuKaqWQP48U,0.506,0.284,4,-8.484,0,0.035,0.888,8.96e-06,0.101,0.162,72.034
962,Entre Sobras Y Sobras Me Faltas,Antonio Orozco,21kzkYl2j4Sq89FCj9HrqF,0.416,0.358,10,-8.535,1,0.0462,0.476,0,0.111,0.116,80.643
963,Te Necesito,"Rich Music LTD, Dalex, Justin Quiles, Darell, Dímelo Flow",1qym5o53zYbVzQfi8Z64eO,0.673,0.703,10,-4.572,0,0.174,0.208,1.53e-06,0.099,0.441,112.005
964,Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859
965,La vuelta,La Maravillosa Orquesta del Alcohol,7EWkIXYB44RQvXhXwaBIVJ,0.521,0.436,8,-7.263,0,0.026,0.726,0,0.0946,0.296,63.39
966,QueLoQue (feat. Paloma Mami),Major Lazer,1089I4FLizCRim8hc6eKST,0.648,0.812,9,-5.082,1,0.136,0.0365,1.05e-06,0.0884,0.398,170.019
967,Billetes Azules (with J Balvin),KEVVO,7HmnJHfs0BkFzX4x8j0hkl,0.856,0.721,7,-4.928,1,0.108,0.132,0.00471,0.182,0.642,94.991
968,Pegate - Remix,"Mora, Jhay Cortez",7C2RvtNZvxPdol2JXAdxVK,0.695,0.624,0,-4.364,1,0.205,0.0208,0,0.057,0.446,186.13
969,Bonita,Jeeiph,7EUvcSFkyVB73zrblhQmEL,0.762,0.645,0,-5.422,1,0.272,0.241,1.26e-05,0.118,0.64,180.125
970,Chica Ideal,"Sebastian Yatra, Guaynaa",21N4Buj4xsyLb218lYle61,0.574,0.891,0,-3.665,0,0.157,0.0847,0,0.16,0.707,100.978
971,La Tóxica (feat. Jay Wheeler & Tempo) - Remix,"Farruko, Sech, Myke Towers",4gChz67rTHfVzKCZAHsifM,0.727,0.692,9,-3.25,1,0.104,0.102,1.07e-06,0.0562,0.604,92.019
972,Dejarse la piel (feat. Arnau Griso),La Pegatina,6Fo9eLQCp9oLyz0sOni3s2,0.629,0.877,8,-4.365,1,0.0691,0.0995,0,0.0883,0.876,80.006
973,Reloj,"Rauw Alejandro, Anuel AA",7r9ZhitdQBONTFOiJW5mr8,0.823,0.537,8,-2.639,1,0.209,0.176,3.98e-06,0.123,0.615,175.946
974,positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015
975,El Encuentro,"Alizzz, Amaia",0PbDj1Lh8uZJ2ZcTRSBvQf,0.846,0.506,7,-7.315,0,0.0888,0.415,0.000137,0.171,0.583,130.022
976,BICHOTA,KAROL G,7vrJn5hDSXRmdXoR30KgF1,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908
977,Despedida y cierre,Vanesa Martín,1vDbrep70naapw4hJSG3OH,0.44,0.649,7,-5.909,1,0.0462,0.167,0,0.0765,0.197,155.716
978,Jockey,"Dalex, Lenny Tavárez, iZaak, Dímelo Flow",01SMtfSbJlcxUdJvOofMOx,0.598,0.556,7,-4.299,1,0.142,0.0979,0.000933,0.131,0.552,170.057
979,Relax,Bryant Myers,5dgyCduZdNCVJG8jU3uJvS,0.756,0.668,0,-5.585,0,0.051,0.184,0,0.1,0.314,125.965
980,Only Fans - Remix,"Young Martino, Lunay, Myke Towers, Jhay Cortez, Arcangel, Darell, Ñengo Flow, Brray, Joyce Santana",1QaCsLoKEWVujL3owyyei4,0.722,0.745,1,-5.559,0,0.345,0.422,0,0.191,0.818,163.012
981,El mejor de tus errores (feat. Alice Wonder),Rayden,2h5emEDptvBZZFeJ23a6G3,0.55,0.397,9,-9.722,1,0.0545,0.672,0,0.0978,0.267,97.022
982,Viento Y Vida,"Miki Núñez, Despistaos",0tyBpQPt8TbKr1nzcBZbfT,0.71,0.798,1,-3.256,1,0.0411,0.0504,0,0.134,0.706,95.03
983,Rolex,"Salcedo Leyry, Omar Montes",27L1OB0CsIPnznvKhT1cn9,0.629,0.766,11,-5.487,1,0.195,0.467,1.82e-06,0.0917,0.489,99.837
984,Bandidos,"Dave, Natos y Waor",03xfa8HnFbMQSMeTUeBJPA,0.563,0.745,8,-4.879,0,0.302,0.139,0,0.106,0.366,183.748
985,Problemas,Paris Boy,7JBaSB0vSjTUSoWFgkmDiV,0.753,0.204,1,-14.341,0,0.0851,0.665,0,0.0991,0.299,98.031
986,Qué Le Voy a Hacer,Skechi,5K4T7KJlGKoiwKA2nuQCjy,0.794,0.664,9,-7.599,1,0.146,0.526,0,0.118,0.863,101.963
987,"Tu Nombre (feat. JC Reyes, El Daddy) - Remix","Camin, Love Yi, Bandaga, Pedro Calderon",4rEXT5xBIhARzf16JCh6ji,0.797,0.728,6,-4.733,0,0.2,0.521,0,0.105,0.319,115.015
988,Golden,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863
989,Diosa - Remix,"Myke Towers, Anuel AA, Natti Natasha",1kIWef5hc2uAqkNxOTakzP,0.764,0.822,6,-3.259,0,0.0489,0.279,8.44e-05,0.159,0.224,105.003
990,MORE,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",6juLaduD4STCUDWT0AYun4,0.66,0.787,1,-4.592,0,0.032,0.00257,0,0.323,0.199,142.018
991,Levitating (feat. DaBaby),Dua Lipa,463CkQjx2Zk1yXoBuierM9,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977
992,Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985
993,DÁKITI,"Bad Bunny, Jhay Cortez",47EiUVwUp4C9fGccaPuUCS,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928
994,cómo te va?,"Lola Indigo, Beret",3lf6mWt6LkbQ4OarnxrBGD,0.689,0.608,11,-7.245,1,0.144,0.314,0,0.093,0.556,90.165
995,Yo No Voy,Morad,6G69tn5Z10jzLMIvqbhHpW,0.795,0.72,2,-6.653,0,0.0931,0.334,0.000229,0.104,0.687,143.939
996,No Drama,"Becky G, Ozuna",5Jq958VQwRyQFujau4TMKD,0.708,0.815,5,-4.164,0,0.0692,0.166,0,0.523,0.855,174.024
997,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978
998,Un Beso en Madrid,"TINI, Alejandro Sanz",0KTwYI4vwidX9qip7ViAEQ,0.358,0.618,0,-6.794,1,0.0959,0.313,0,0.596,0.34,79.45
999,Raíces,"Recycled J, Delaossa",6Iv4iF8MD4vMDI02SH4OPm,0.778,0.811,1,-5.6,1,0.126,0.0989,6.81e-06,0.0897,0.503,95.982
1000,motive (with Doja Cat),Ariana Grande,5GkQIP5mWPi4KZLLXeuFTT,0.789,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965
1001,Friend De Semana,"Danna Paola, Luísa Sonza, Aitana",3VxQC3iXh0rDVy5jhv8j71,0.776,0.858,0,-1.937,1,0.0702,0.113,2.08e-05,0.242,0.884,92.998
1002,Fever,"Dua Lipa, Angèle",3wJVBz7gvGTwTWVAxFa6ny,0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999
1003,shut up,Ariana Grande,3ko9jEHNt4O5fjKN65ULJp,0.499,0.462,0,-5.308,1,0.0312,0.801,0,0.0946,0.599,127.698
1004,off the table (with The Weeknd),Ariana Grande,7E1jVNoWuemqUryI4FxsVD,0.411,0.522,0,-7.295,1,0.0981,0.519,0,0.398,0.382,88.332
1005,just like magic,Ariana Grande,7Dx9Z6Aon1qPS2N0rHSWTe,0.719,0.607,8,-5.156,1,0.165,0.08,0,0.125,0.464,128.006
1006,safety net (feat. Ty Dolla $ign),Ariana Grande,14gkWVFMwdxBMyqBw1wmIg,0.552,0.599,1,-5.75,0,0.0404,0.0703,0,0.0986,0.0916,161.884
1007,nasty,Ariana Grande,0sci7ppTZFm4mjcH3nu8yO,0.772,0.506,6,-6.558,0,0.139,0.0814,1.1e-05,0.182,0.456,127.894
1008,Aunque Me Duelas,"Chema Rivas, Lérica",5ndhxeC4EU0PAjAxyqtDUD,0.588,0.773,9,-5.897,1,0.269,0.0452,0,0.489,0.571,191.891
1009,Se Fuerte,Bryant Myers,4C6Oqa5XB6bcH54sqOEiGk,0.727,0.546,7,-6.824,0,0.18,0.187,0,0.0822,0.508,80.055
1010,pov,Ariana Grande,3UoULw70kMsiVXxW0L3A33,0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798
1011,six thirty,Ariana Grande,2IKJtXeR5UsaUjZB46fTOK,0.739,0.516,0,-7.154,1,0.0539,0.67,0,0.151,0.434,120.109
1012,A Vuelos,Antonio Orozco,3mYTm8Xflgb0vPVBdclelz,0.394,0.509,7,-5.537,1,0.0295,0.471,0,0.298,0.453,180.004
1013,my hair,Ariana Grande,6u7gmPOz7pzzaeR9xSBpsR,0.686,0.526,0,-6.842,1,0.0374,0.0815,7.75e-06,0.144,0.372,92.013
1014,El Paso del Tiempo,Rozalén,6iDIJVAE7xEa9orI9Ulsir,0.797,0.75,2,-4.328,0,0.117,0.253,0,0.0492,0.872,120.996
1015,Jugador del Año,"Bizarrap, Trueno, Acru",0egDphqMcXZ9YeqvSBVRu3,0.623,0.745,1,-6.026,1,0.142,0.107,0,0.208,0.181,92.02
1016,Thriller,Michael Jackson,7azo4rpSUh8nXgtonC6Pkq,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427
1017,La Luz,"Sech, J Balvin",5zj8WNkBrEzlI5FKeYV4ol,0.665,0.697,9,-4.819,0,0.154,0.427,1.39e-05,0.599,0.556,94.053
1018,Corazón descalzo,Pablo Alborán,54ApOH9ZT6Sk86t8Ayuey9,0.61,0.483,8,-9.481,1,0.179,0.427,0,0.0878,0.411,139.818
1019,Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",0XinBYhf1X3kdvKQHOX971,0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025
1020,Hawái - Remix,"Maluma, The Weeknd",0GzuHFG4Ql6DoyxFRnIk3F,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984
1021,Entre tú y yo,Chema Rivas,1CGhHQZF487xpWITQW1bam,0.854,0.669,9,-5.206,0,0.0617,0.288,0,0.221,0.484,120.023
1022,Fake Capo (Remix),"Karetta el Gucci, Omar Montes, Rvfv, Chimbala",2HhmZirVUVPo4wWCgUU70P,0.756,0.877,11,-4.168,0,0.0916,0.187,0.000207,0.0673,0.752,137.058
1023,Un Veneno,"C. Tangana, Niño de Elche",42C5Bbb4dHwS5OFMvtGkG2,0.67,0.318,2,-12.938,1,0.298,0.859,0.00198,0.106,0.304,85.806
1024,Ayer Me Llamó Mi Ex – Remix,"KHEA, Natti Natasha, Prince Royce, Lenny Santos",59nnGpAU3AiL2tD0o2It11,0.784,0.691,10,-4.972,0,0.0437,0.231,0,0.119,0.548,117.032
1025,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,6FuGJB290AQMAHTfjOYVaK,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988
1026,Calma,Nil Moliner,1KDNgzP7ly6ge8j0vnrfpD,0.773,0.545,9,-7.896,1,0.13,0.128,0,0.0773,0.784,97.009
1027,Travesuras,"Flow La Movie, Nio Garcia, Casper Magico",2etJ67Egf7woMgOikVrlJM,0.756,0.83,1,-5.288,1,0.0842,0.182,0.000384,0.227,0.422,175.961
1028,Llorando en la Limo (feat. Alizzz),C. Tangana,3YURfhPPT7GipmI7pIj0m3,0.792,0.418,9,-8.484,0,0.176,0.0406,5.07e-06,0.245,0.371,154.997
1029,El amor es una moda,"Alcover, Don Omar, Juan Magán",2hojbalRXKHKViXslmdsbM,0.755,0.805,0,-4.859,1,0.0527,0.431,1.18e-06,0.106,0.364,95.991
1030,Pobre Diabla,Don Omar,7Jr44b3Yt29egP0X0HZyt5,0.741,0.787,5,-6.228,1,0.0525,0.217,0.0179,0.0835,0.771,91.993
1031,Illuminati - Remix,"Kiddtetoon, Diego Smith, Ozuna",6fGyrAxqgdvhzcOKlMQq5s,0.892,0.531,0,-8.311,1,0.182,0.06,0,0.0996,0.501,89.995
1032,Juramento eterno de sal,Álvaro De Luna,23E53f3C9SJ9MqBh1f6hEw,0.631,0.594,2,-5.727,1,0.0581,0.0225,1.91e-06,0.351,0.716,129.991
1033,Pa' Llamar Tu Atención (feat. MC Bin Laden),C. Tangana,2vEY3cNwXYxIG4fPAoN14q,0.884,0.738,5,-3.265,0,0.0837,0.188,0,0.0812,0.678,131.91
1034,Yo Con Mi Man,"Yung Sarria, Elpatron970, Kidd Keo",72gC51qe5TmbkrcCMThAHw,0.879,0.371,8,-12.322,1,0.349,0.361,2.1e-05,0.313,0.374,143.108
1035,Booty,"C. Tangana, Becky G",4W3FJapn5CD6Fnrlfj4HFe,0.825,0.771,1,-4.116,1,0.0805,0.0167,2.04e-06,0.0901,0.717,102.928
1036,Bien Duro,C. Tangana,3joo84oco9CD4dBsKNWRRW,0.845,0.67,7,-5.873,1,0.207,0.163,0.0242,0.1,0.69,101.028
1037,Zinedine,Ayax y Prok,6DYrsZsQMqzA0ZaHmBKUjW,0.818,0.63,6,-8.743,0,0.466,0.0257,0,0.125,0.846,95.984
1038,Therefore I Am,Billie Eilish,45NjrHONmX8kauOSVhnKba,0.886,0.347,2,-7.875,1,0.0766,0.185,0.19,0.169,0.695,94.012
1039,De Cora <3,"Rauw Alejandro, J Balvin",22Sh5dlwbERqJAq1fZk5b2,0.811,0.683,11,-2.028,0,0.241,0.46,4.75e-05,0.128,0.571,176.037
1040,Blin Blin,"Bad Gyal, Juanka",2DmtkY0WrUZKp08K2Pk3Nm,0.771,0.735,1,-3.388,1,0.114,0.103,6.19e-05,0.0503,0.72,96.253
1041,Motorola,Morad,5AKabdYp10Yc6uVkLz5EVZ,0.88,0.741,5,-5.377,0,0.0553,0.226,2.96e-05,0.0894,0.779,129.965
1042,Resilient (ft. Aitana) [Tiësto Remix],Katy Perry,4abn7Lc3illnEHFc9ki6x2,0.639,0.784,0,-4.905,1,0.0562,0.0435,0,0.111,0.321,126.946
1043,Soy Una Gargola,"Rauw Alejandro, Arcangel, Randy",4bEwaORm2IBfu3omjEna7I,0.836,0.711,4,-3.377,0,0.195,0.131,0,0.401,0.618,94.034
1044,Dile a El,Rauw Alejandro,13Tbv4nflNxg9kYBIbJnd9,0.784,0.587,4,-3.572,0,0.0767,0.375,0.00109,0.111,0.261,90.032
1045,Química (feat. The Martinez Brothers),"Rauw Alejandro, Zion & Lennox, Mr. Naisgai",7IZn95vTYrhHRbFmZsdD2A,0.581,0.791,1,-2.99,1,0.157,0.0193,0.0101,0.0765,0.466,119.986
1046,Mood,"Rauw Alejandro, Sech",2ISzmtY9Exy1IwmJj3Hc7P,0.798,0.704,8,-2.63,0,0.245,0.202,0.000188,0.127,0.819,168.053
1047,Strawberry Kiwi,Rauw Alejandro,4jkZjaZkOCpgk2pqV8Wrw3,0.784,0.713,0,-3.992,1,0.0958,0.191,2.35e-05,0.139,0.528,81.985
1048,Al Aire,Morat,02dsc9B5N8BFatjGcGhk1u,0.459,0.89,8,-3.159,1,0.0582,0.00529,0,0.166,0.69,180.088
1049,Fusión del Núcleo,Chica Sobresalto,7l8b8RkQYlqKXXOxVXhKCe,0.621,0.786,0,-4.022,0,0.0417,0.342,7.93e-06,0.0911,0.304,126.112
1050,Kobe En LA,Jhay Cortez,4bmMAGg2sb9IWUgB0wTVov,0.767,0.757,1,-5.514,1,0.062,0.072,2.5e-06,0.336,0.573,96.062
1051,Un Sueño (feat. Trippie Redd),Rauw Alejandro,2Em9XZZw8yEgxjojjGxntN,0.68,0.68,2,-2.26,1,0.185,0.328,0.0022,0.107,0.331,192.057
1052,Pensándote,"Rauw Alejandro, Tainy",2wnhst8yHA4gKuojAgZedh,0.79,0.655,1,-3.376,1,0.0762,0.464,0.00165,0.0837,0.56,170.023
1053,No Te Creo,"Rauw Alejandro, Wisin & Yandel, Mr. Naisgai",4QSCkYRmv06vKZjXPoarXz,0.762,0.892,11,-2.054,0,0.189,0.129,6.19e-06,0.107,0.514,179.971
1054,VISIÓN TÚNEL,Cruz Cafuné,4QnbEGzQp7SRrP0sPRSt3Z,0.883,0.592,4,-9.106,0,0.349,0.24,0,0.106,0.758,121.125
1055,Perreo Pesau',Rauw Alejandro,5bQ9rtAfOUbPmuxjPK8zDp,0.732,0.679,3,-3.068,0,0.135,0.195,5.2e-06,0.651,0.443,171.887
1056,Puñales,Dani Fernández,1LRBTdeGBq1GcjPkuEtDqL,0.523,0.7,9,-6.169,1,0.0404,0.0169,0,0.0884,0.265,142.073
1057,Mi huella,"Ptazeta, Juacko",2ZpP2JzjOHH002EA7ybQXc,0.713,0.751,0,-6.956,1,0.222,0.459,0,0.128,0.771,99.942
1058,"Asan: Bzrp Music Sessions, Vol. 35","Bizarrap, Asan",5ZoYsrmeVPyJI4rhdBBJi1,0.68,0.576,8,-8.402,1,0.0866,0.205,0,0.109,0.507,164.978
1059,She Don't Give a Fo,"Duki, KHEA",03a359wbiUsjN9h6yzXvmS,0.854,0.556,1,-4.49,1,0.14,0.345,0,0.165,0.342,119.938
1060,Berlanga,"Delaossa, Gese Da O, KIDDO",6OoLbehLxOLoa6c82xWjEG,0.783,0.552,11,-7.284,0,0.399,0.452,0,0.102,0.505,89.059
1061,Hecha Pa' Mi,Boza,3VvA1wSxukMLsvXoXtlwWx,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07
1062,Polvo,"Nicky Jam, Myke Towers",68mrW6gXHgupgSiDHgaDi5,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042
1063,Prisoner (feat. Dua Lipa),Miley Cyrus,5JqZ3oqF00jkT81foAFvqg,0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99
1064,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2Z8yfpFX0ZMavHkcIeHiO1,0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765
1065,Yo No Sé,Rvfv,43ic0un1f9Nak0ZCQgvKjY,0.917,0.54,1,-6.63,0,0.0954,0.29,0.000197,0.0937,0.747,125.048
1066,Ponte Pa' Mi,Justin Quiles,4C6BlqqMwjFzOXzqpTeoWR,0.878,0.713,5,-4.566,0,0.0948,0.0581,0,0.0822,0.615,92.028
1067,Baby (with J Balvin),Sfera Ebbasta,3eblNP3Zd5b5J3JaOckl8Y,0.755,0.882,10,-1.957,0,0.0532,0.125,0.00142,0.103,0.606,99.984
1068,Life Goes On,BTS,249gnXrbfmV8NG6jTEMSwD,0.566,0.716,1,-5.733,1,0.0424,0.00691,0,0.37,0.45,81.068
1069,Antes de Morirme (feat. ROSALÍA),C. Tangana,4Dl8bEzhAEGbcwkQawS1XG,0.864,0.497,8,-8.886,0,0.18,0.0736,0.00308,0.108,0.133,97.93
1070,"Lemonade (feat. Anuel AA, Gunna, Don Toliver & NAV) - Latin Remix",Internet Money,4EZ1JcbxfbVwuQRDJFUrzK,0.795,0.631,1,-5.832,0,0.0825,0.294,0,0.111,0.502,139.975
1071,Fly To My Room,BTS,3QH8rQGNFX8VLbCgZ7uPTS,0.764,0.526,11,-7.355,1,0.212,0.0484,0,0.0718,0.588,114.91
1072,Telepathy,BTS,2FVpOsjT1iquZ3SpCjZ9Ne,0.787,0.669,5,-4.333,0,0.0428,0.00782,0,0.123,0.57,104.994
1073,Blue & Grey,BTS,0n2moJpAEWHwaPYYjkzMDl,0.547,0.605,8,-6.755,1,0.0415,0.42,0,0.125,0.364,121.953
1074,Dis-ease,BTS,54DmTIv86D3sYdiawjULQ0,0.731,0.845,8,-5.352,1,0.132,0.0132,0,0.0782,0.484,101.085
1075,Stay,BTS,3ndCsZfq8OVwwkz9mmZvUz,0.582,0.693,6,-5.048,1,0.0465,0.114,0,0.13,0.341,125.904
1076,Que me importa a mi,"Chimbala, Juan Magán",6BmheHl86eDXS2LT8WwMTs,0.82,0.679,9,-5.877,1,0.0453,0.261,7.23e-06,0.0442,0.907,127.985
1077,Brindo,Taburete,6UsWWAH3pIEO9iwCBhWEsB,0.446,0.67,10,-4.84,1,0.0346,0.133,0,0.19,0.796,170.042
1078,Bobby,Beny Jr,7jgCNHC8qG0lOPzfK3d8lA,0.572,0.449,0,-9.709,1,0.374,0.705,0,0.109,0.766,95.076
1079,Cosmos (Antisistema Solar),Love of Lesbian,13dMmPukc9JfWVqH8Wx1oO,0.564,0.677,2,-6.051,1,0.0378,0.257,2.42e-05,0.143,0.294,139.986
1080,BEBÉ,"Camilo, El Alfa",7D7EH7MGyNHWSkqrszerI1,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972
1081,A Mi Lado,DANI,6cvMmviJTZTBOFh2ohwZg6,0.741,0.484,7,-8.143,1,0.547,0.58,0,0.154,0.632,86.383
1082,La mano de Dios (Homenaje a Diego Maradona),Rodrigo,5s8onl5Lw5q1AijP5BUm7G,0.395,0.855,5,-5.72,0,0.0618,0.784,1.11e-06,0.943,0.504,157.331
1083,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993
1084,YO VISTO ASÍ,Bad Bunny,5fROvzNghPid8mbKNDYvpJ,0.688,0.881,7,-4.889,0,0.0474,0.0947,0,0.0804,0.677,123.013
1085,TE MUDASTE,Bad Bunny,5RubKOuDoPn5Kj5TLVxSxY,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025
1086,EL MUNDO ES MÍO,Bad Bunny,36DHxTW2xdr9GG15T9oK9L,0.716,0.522,5,-6.834,1,0.0582,0.166,6.5e-05,0.113,0.224,76.993
1087,TE DESEO LO MEJOR,Bad Bunny,23XjN1s3DZC8Q9ZwuorYY4,0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054
1088,HACIENDO QUE ME AMAS,Bad Bunny,26QApq0cuO9brJigr0C0W4,0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934
1089,HOY COBRÉ,Bad Bunny,0tjZv2hChdHZCW1zFXpy1J,0.86,0.725,11,-6.7,1,0.249,0.0464,9.1e-05,0.0994,0.375,145.001
1090,MALDITA POBREZA,Bad Bunny,0Lsis3LB0XAK6XlTHXaJk2,0.762,0.861,4,-4.075,0,0.0652,0.139,1.08e-06,0.0956,0.588,133.037
1091,LA DROGA,Bad Bunny,67ACYA3UI6QMNtHX6b34wX,0.643,0.727,1,-5.506,1,0.0389,0.0439,0,0.123,0.295,90.019
1092,BOOKER T,Bad Bunny,26w9NTiE9NGjW1ZvIOd1So,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903
1093,120,Bad Bunny,3KJ3opyV29269SXkPrc19l,0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918
1094,ANTES QUE SE ACABE,Bad Bunny,7kjEqI6eZ7YlFrGhxixnlN,0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988
1095,SORRY PAPI,"Bad Bunny, ABRA",5jZ32WOU7sqzDYbzINwMUk,0.612,0.561,1,-6.054,1,0.0851,0.0601,0,0.145,0.393,191.911
1096,TRELLAS,Bad Bunny,09WAnxdBuebQopKhJT3oZS,0.43,0.412,2,-5.372,1,0.0281,0.2,0,0.324,0.0508,90.872
1097,CANTARES DE NAVIDAD,Trio Vegabajeño,2Iv6YBslkxslMJQsxshZh5,0.764,0.523,2,-7.371,1,0.0406,0.777,0,0.352,0.962,118.671
1098,La Tirita,"Belén Aguilera, Lola Indigo",2ack8D0tjC7mzdDOg7ikQ5,0.774,0.586,0,-8.392,1,0.0506,0.0155,1.67e-05,0.117,0.713,102.008
1099,En Mute,"Lérica, Cali Y El Dandee, Omar Montes",5d0Xm7KIWwu4QPghrQl8G0,0.757,0.892,0,-1.393,1,0.0454,0.0411,0,0.631,0.893,94.003
