links_Name_name,links_Mov1_Name,links_Mov2_Mov2,links_Mov3_Mov3,links_Mov4_Mov4,links_Nature_Nature,links_Held_Item_Held_Item,links_Ability_Ability
Gengar,,,,,,,
Kyogre,,,,,,,
Rayquaza,,,,,,,
Tapu Koko,,,,,,,
Incineroar,,,,,,,
Ferrothorn,,,,,,,
Nihilego,,,,,,,
Excadrill,,,,,,,
Amoonguss,,,,,,,
Tapu Lele,,,,,,,
Incineroar,,,,,,,
Xerneas,,,,,,,
Rayquaza,,,,,,,
Xerneas,,,,,,,
Lunala,,,,,,,
Smeargle,,,,,,,
Lucario,,,,,,,
Tapu Lele,,,,,,,
Incineroar,,,,,,,
Xerneas,,,,,,,
Groudon,,,,,,,
Kangaskhan,,,,,,,
Kartana,,,,,,,
Smeargle,,,,,,,
Tapu Lele,,,,,,,
Rayquaza,,,,,,,
Kyogre,,,,,,,
Salazzle,,,,,,,
Crobat,,,,,,,
Ferrothorn,,,,,,,
Incineroar,,,,,,,
Kyogre,,,,,,,
Rayquaza,,,,,,,
Incineroar,,,,,,,
Tapu Koko,,,,,,,
Gothitelle,,,,,,,
Ferrothorn,,,,,,,
,Moonblast,,,,,,
,Dragon Ascent,,,,,,
,Zing Zap,,,,,,
,Nature's Madness,,,,,,
,Flare Blitz,,,,,,
,Clear Smog,,,,,,
,U-turn,,,,,,
,Precipice Blades,,,,,,
,Oblivion Wing,,,,,,
,Power Whip,,,,,,
,Nature's Madness,,,,,,
,Perish Song,,,,,,
,Water Spout,,,,,,
,Dragon Ascent,,,,,,
,Thunder,,,,,,
,Flare Blitz,,,,,,
,Gyro Ball,,,,,,
,Sludge Bomb,,,,,,
,Earthquake,,,,,,
,Clear Smog,,,,,,
,Psychic,,,,,,
,Fake Out,,,,,,
,Geomancy,,,,,,
,Dragon Ascent,,,,,,
,Moonblast,,,,,,
,Tailwind,,,,,,
,Spore,,,,,,
,Close Combat,,,,,,
,Psychic,,,,,,
,U-turn,,,,,,
,Moonblast,,,,,,
,Earth Power,,,,,,
,Double-Edge,,,,,,
,Leaf Blade,,,,,,
,Lovely Kiss,,,,,,
,Psyshock,,,,,,
,Dragon Ascent,,,,,,
,Water Spout,,,,,,
,Sludge Bomb,,,,,,
,Brave Bird,,,,,,
,Gyro Ball,,,,,,
,Darkest Lariat,,,,,,
,Water Spout,,,,,,
,Dragon Ascent,,,,,,
,Fake Out,,,,,,
,Thunder,,,,,,
,Psychic,,,,,,
,Gyro Ball,,,,,,
,,Dazzling Gleam,,,,,
,,Earth Power,,,,,
,,Encore,,,,,
,,Scald,,,,,
,,Knock Off,,,,,
,,Rage Powder,,,,,
,,Flare Blitz,,,,,
,,Fire Punch,,,,,
,,Sucker Punch,,,,,
,,Gyro Ball,,,,,
,,Heal Pulse,,,,,
,,Protect,,,,,
,,Scald,,,,,
,,Draco Meteor,,,,,
,,Volt Switch,,,,,
,,Throat Chop,,,,,
,,Power Whip,,,,,
,,Power Gem,,,,,
,,Iron Head,,,,,
,,Spore,,,,,
,,Psyshock,,,,,
,,Flare Blitz,,,,,
,,Dazzling Gleam,,,,,
,,Extreme Speed,,,,,
,,Dazzling Gleam,,,,,
,,Moongeist Beam,,,,,
,,Follow Me,,,,,
,,Meteor Mash,,,,,
,,Moonblast,,,,,
,,Flare Blitz,,,,,
,,Dazzling Gleam,,,,,
,,Eruption,,,,,
,,Fake Out,,,,,
,,Sacred Sword,,,,,
,,Follow Me,,,,,
,,Moonblast,,,,,
,,Crunch,,,,,
,,Origin Pulse,,,,,
,,Overheat,,,,,
,,Tailwind,,,,,
,,Power Whip,,,,,
,,Low Kick,,,,,
,,Scald,,,,,
,,Extreme Speed,,,,,
,,Flare Blitz,,,,,
,,Volt Switch,,,,,
,,Helping Hand,,,,,
,,Power Whip,,,,,
,,,Geomancy,,,,
,,,Tailwind,,,,
,,,Helping Hand,,,,
,,,Haze,,,,
,,,U-turn,,,,
,,,Spore,,,,
,,,Fake Out,,,,
,,,Roar,,,,
,,,Foul Play,,,,
,,,Leech Seed,,,,
,,,Light Screen,,,,
,,,Sludge Bomb,,,,
,,,Ice Beam,,,,
,,,Tailwind,,,,
,,,Dazzling Gleam,,,,
,,,U-turn,,,,
,,,Leech Seed,,,,
,,,Clear Smog,,,,
,,,Sword Dance,,,,
,,,Protect,,,,
,,,Taunt,,,,
,,,Throat Chop,,,,
,,,Moonblast,,,,
,,,Earth Power,,,,
,,,Protect,,,,
,,,Wide Guard,,,,
,,,Fake Out,,,,
,,,Protect,,,,
,,,Taunt,,,,
,,,Fake Out,,,,
,,,Geomancy,,,,
,,,Roar,,,,
,,,Bite,,,,
,,,Tailwind,,,,
,,,Wide Guard,,,,
,,,Ally Switch,,,,
,,,Waterfall,,,,
,,,Ice Beam,,,,
,,,Fake Out,,,,
,,,Super Fang,,,,
,,,Leech Seed,,,,
,,,Fake Out,,,,
,,,Ice Beam,,,,
,,,Earth Power,,,,
,,,Knock Off,,,,
,,,Dazzling Gleam,,,,
,,,Trick Room,,,,
,,,Leech Seed,,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Fake Out,,,
,,,,Light Screen,,,
,,,,Fake Out,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Snarl,,,
,,,,Protect,,,
,,,,Icy Wind,,,
,,,,Shadow Ball,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Fake Out,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Rage Powder,,,
,,,,Moonblast,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Icy Wind,,,
,,,,Geomancy,,,
,,,,Roar,,,
,,,,Taunt,,,
,,,,Follow Me,,,
,,,,Shadow Ball,,,
,,,,Snarl,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Brick Break,,,
,,,,Protect,,,
,,,,Spiky Shield,,,
,,,,Protect,,,
,,,,Extreme Speed,,,
,,,,Protect,,,
,,,,Encore,,,
,,,,Haze,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,,Modest,,
,,,,,Hasty,,
,,,,,Jolly,,
,,,,,Sassy,,
,,,,,Careful,,
,,,,,Sassy,,
,,,,,Careful,,
,,,,,Careful,,
,,,,,Calm,,
,,,,,Brave,,
,,,,,Calm,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Careful,,
,,,,,Sassy,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Sassy,,
,,,,,Modest,,
,,,,,Careful,,
,,,,,Timid,,
,,,,,Hasty,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Sassy,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Careful,,
,,,,,Timid,,
,,,,,Calm,,
,,,,,Sassy,,
,,,,,,Power Herb,
,,,,,,Focus Sash,
,,,,,,Eject Button,
,,,,,,Wiki Berry,
,,,,,,Assault Vest,
,,,,,,Red Card,
,,,,,,Figy Berry,
,,,,,,Red Orb,
,,,,,,Assault Vest,
,,,,,,Leftovers,
,,,,,,Mago Berry,
,,,,,,Gengarite,
,,,,,,Blue Orb,
,,,,,,Aguav Berry,
,,,,,,Electrium Z,
,,,,,,Assault Vest,
,,,,,,Figy Berry,
,,,,,,Rockium Z,
,,,,,,Groundium Z,
,,,,,,Focus Sash,
,,,,,,Choice Scarf,
,,,,,,Figy Berry,
,,,,,,Power Herb,
,,,,,,Assault Vest,
,,,,,,Power Herb,
,,,,,,Lunalium Z,
,,,,,,Focus Sash,
,,,,,,Lucarionite,
,,,,,,Choice Scarf,
,,,,,,Assault Vest,
,,,,,,Power Herb,
,,,,,,Red Orb,
,,,,,,Kangaskhanite,
,,,,,,Flyinium Z,
,,,,,,Focus Sash,
,,,,,,Psychium Z,
,,,,,,Choice Band,
,,,,,,Blue Orb,
,,,,,,Focus Sash,
,,,,,,Flyinium Z,
,,,,,,Figy Berry,
,,,,,,Incinium Z,
,,,,,,Blue Orb,
,,,,,,Life Orb,
,,,,,,Mago Berry,
,,,,,,Fairium Z,
,,,,,,Aguav Berry,
,,,,,,Leftovers,
,,,,,,,Fairy Aura
,,,,,,,Air Lock
,,,,,,,Sturdy
,,,,,,,Misty Terrain
,,,,,,,Intimidate
,,,,,,,Regenerator
,,,,,,,Intimidate
,,,,,,,Drought
,,,,,,,Dark Aura
,,,,,,,Iron Barbs
,,,,,,,Misty Surge
,,,,,,,Cursed Body
,,,,,,,Drizzle
,,,,,,,Air Lock
,,,,,,,Electric Surge
,,,,,,,Intimidate
,,,,,,,Iron Barbs
,,,,,,,Beast Boost
,,,,,,,Mold Breaker
,,,,,,,Regenerator
,,,,,,,Psychic Surge
,,,,,,,Intimidate
,,,,,,,Fairy Aura
,,,,,,,Air Lock
,,,,,,,Fairy Aura
,,,,,,,Shadow Shield
,,,,,,,Moody
,,,,,,,Justified
,,,,,,,Psychic Surge
,,,,,,,Intimidate
,,,,,,,Fairy Aura
,,,,,,,Drought
,,,,,,,Scrappy
,,,,,,,Beast Boost
,,,,,,,Moody
,,,,,,,Psychic Surge
,,,,,,,Air Lock
,,,,,,,Drizzle
,,,,,,,Corrosion
,,,,,,,Inner Focus
,,,,,,,Iron Barbs
,,,,,,,Intimidate
,,,,,,,Drizzle
,,,,,,,Air Lock
,,,,,,,Intimidate
,,,,,,,Electric Surge
,,,,,,,Shadow Tag
,,,,,,,Iron Barbs
Rayquaza,,,,,,,
Xerneas,,,,,,,
Tapu Fini,,,,,,,
Incineroar,,,,,,,
Nihilego,,,,,,,
Amoonguss,,,,,,,
Necrozma,,,,,,,
Smeargle,,,,,,,
Groudon,,,,,,,
Stakataka,,,,,,,
Mawile,,,,,,,
Ferrothorn,,,,,,,
Tornadus,,,,,,,
Tapu Koko,,,,,,,
Metagross,,,,,,,
Xerneas,,,,,,,
Incineroar,,,,,,,
Groudon,,,,,,,
Kyogre,,,,,,,
Kartana,,,,,,,
Tapu Lele,,,,,,,
Incineroar,,,,,,,
Stakataka,,,,,,,
Yveltal,,,,,,,
Metagross,,,,,,,
Tapu Koko,,,,,,,
Tornadus,,,,,,,
Kangaskhan,,,,,,,
Groudon,,,,,,,
Xerneas,,,,,,,
Kyogre,,,,,,,
Rayquaza,,,,,,,
Crobat,,,,,,,
Tapu Fini,,,,,,,
Ferrothorn,,,,,,,
Naganadel,,,,,,,
Lunala,,,,,,,
Smeargle,,,,,,,
Snorlax,,,,,,,
Rayquaza,,,,,,,
Tapu Fini,,,,,,,
Mimikyu,,,,,,,
Kyogre,,,,,,,
Incineroar,,,,,,,
Ferrothorn,,,,,,,
Tapu Koko,,,,,,,
Rayquaza,,,,,,,
Crobat,,,,,,,
,Protect,,,,,,
,Moonblast,,,,,,
,Protect,,,,,,
,Flare Blitz,,,,,,
,Sludge Bomb,,,,,,
,Protect,,,,,,
,Moongeist Beam,,,,,,
,Explosion,,,,,,
,Eruption,,,,,,
,Gyro Ball,,,,,,
,Iron Head,,,,,,
,Power Whip,,,,,,
,Hurricane,,,,,,
,Nature's Madness,,,,,,
,Iron Head,,,,,,
,Geomancy,,,,,,
,Fake Out,,,,,,
,Eruption,,,,,,
,Scald,,,,,,
,Leaf Blade,,,,,,
,Psychic,,,,,,
,Fake Out,,,,,,
,Gyro Ball,,,,,,
,Foul Play,,,,,,
,Iron Head,,,,,,
,Electroweb,,,,,,
,Tailwind,,,,,,
,Fake Out,,,,,,
,Eruption,,,,,,
,Geomancy,,,,,,
,Scald,,,,,,
,Dragon Ascent,,,,,,
,Haze,,,,,,
,Nature's Madness,,,,,,
,Leech Seed,,,,,,
,Sludge Bomb,,,,,,
,Moongeist Beam,,,,,,
,Fake Out,,,,,,
,Return,,,,,,
,Protect,,,,,,
,Nature's Madness,,,,,,
,Taunt,,,,,,
,Water Spout,,,,,,
,Flare Blitz,,,,,,
,Power Whip,,,,,,
,Thunderbolt,,,,,,
,Dragon Ascent,,,,,,
,Super Fang,,,,,,
,,Dragon Ascent,,,,,
,,Dazzling Gleam,,,,,
,,Scald,,,,,
,,Fake Out,,,,,
,,Power Gem,,,,,
,,Rage Powder,,,,,
,,Earth Power,,,,,
,,Follow Me,,,,,
,,Earth Power,,,,,
,,Rock Slide,,,,,
,,Play Rough,,,,,
,,Gyro Ball,,,,,
,,Icy Wind,,,,,
,,Electroweb,,,,,
,,Stomping Tantrum,,,,,
,,Dazzling Gleam,,,,,
,,Flare Blitz,,,,,
,,Overheat,,,,,
,,Water Spout,,,,,
,,Smart Strike,,,,,
,,Moonblast,,,,,
,,Flare Blitz,,,,,
,,Wide Guard,,,,,
,,Sucker Punch,,,,,
,,Stomping Tantrum,,,,,
,,Nature's Madness,,,,,
,,Taunt,,,,,
,,Double-Edge,,,,,
,,Earth Power,,,,,
,,Moonblast,,,,,
,,Protect,,,,,
,,Extreme Speed,,,,,
,,Tailwind,,,,,
,,Heal Pulse,,,,,
,,Power Whip,,,,,
,,Draco Meteor,,,,,
,,Protect,,,,,
,,Spore,,,,,
,,Earthquake,,,,,
,,Extreme Speed,,,,,
,,Scald,,,,,
,,Psych Up,,,,,
,,Scald,,,,,
,,Throat Chop,,,,,
,,Gyro Ball,,,,,
,,Dazzling Gleam,,,,,
,,Extreme Speed,,,,,
,,Tailwind,,,,,
,,,Extreme Speed,,,,
,,,Geomancy,,,,
,,,Icy Wind,,,,
,,,Throat Chop,,,,
,,,Clear Smog,,,,
,,,Spore,,,,
,,,Trick Room,,,,
,,,Fake Out,,,,
,,,Overheat,,,,
,,,Substitute,,,,
,,,Sucker Punch,,,,
,,,Knock Off,,,,
,,,Taunt,,,,
,,,Protect,,,,
,,,Protect,,,,
,,,Protect,,,,
,,,Snarl,,,,
,,,Protect,,,,
,,,Ice Beam,,,,
,,,Sacred Sword,,,,
,,,Psyshock,,,,
,,,Knock Off,,,,
,,,Trick Room,,,,
,,,Tailwind,,,,
,,,Substitute,,,,
,,,Volt Switch,,,,
,,,Hurricane,,,,
,,,Bite,,,,
,,,Overheat,,,,
,,,Dazzling Gleam,,,,
,,,Ice Beam,,,,
,,,Waterfall,,,,
,,,Super Fang,,,,
,,,Light Screen,,,,
,,,Gyro Ball,,,,
,,,Flamethrower,,,,
,,,Wide Guard,,,,
,,,Follow Me,,,,
,,,Protect,,,,
,,,Dragon Ascent,,,,
,,,Heal Pulse,,,,
,,,Play Rough,,,,
,,,Protect,,,,
,,,U-turn,,,,
,,,Leech Seed,,,,
,,,Volt Switch,,,,
,,,Earth Power,,,,
,,,Haze,,,,
,,,,Earth Power,,,
,,,,Protect,,,
,,,,Nature's Madness,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Grass Knot,,,
,,,,Protect,,,
,,,,Spikey Shield,,,
,,,,Protect,,,
,,,,Trick Room,,,
,,,,Protect,,,
,,,,Acid Spray,,,
,,,,Tailwind,,,
,,,,Volt Switch,,,
,,,,Bullet Punch,,,
,,,,Moonblast,,,
,,,,U-turn,,,
,,,,Earth Power,,,
,,,,Protect,,,
,,,,Detect,,,
,,,,Magic Room,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Icy Wind,,,
,,,,Roar,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Water Spout,,,
,,,,Crunch,,,
,,,,Taunt,,,
,,,,Moonblast,,,
,,,,Knock Off,,,
,,,,Tailwind,,,
,,,,Trick Room,,,
,,,,Wide Guard,,,
,,,,Belly Drum,,,
,,,,Psych Up,,,
,,,,Haze,,,
,,,,Trick Room,,,
,,,,Ice Beam,,,
,,,,Fake Out,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Taunt,,,
,,,,,Hasty,,
,,,,,Timid,,
,,,,,Calm,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Calm,,
,,,,,Quiet,,
,,,,,Brave,,
,,,,,Quiet,,
,,,,,Lonely,,
,,,,,Brave,,
,,,,,Brave,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Careful,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Careful,,
,,,,,Lonely,,
,,,,,Jolly,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Brave,,
,,,,,Modest,,
,,,,,Quiet,,
,,,,,Jolly,,
,,,,,Relaxed,,
,,,,,Adamant,,
,,,,,Sassy,,
,,,,,Brave,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Sassy,,
,,,,,Timid,,
,,,,,Hasty,,
,,,,,Timid,,
,,,,,,Focus Sash,
,,,,,,Power Herb,
,,,,,,Mago Berry,
,,,,,,Assault Vest,
,,,,,,Rockium Z,
,,,,,,Payapa Berry,
,,,,,,Lunalium Z,
,,,,,,Focus Sash,
,,,,,,Red Orb,
,,,,,,Life Orb,
,,,,,,Mawilite,
,,,,,,Assault Vest,
,,,,,,Flyinium Z,
,,,,,,Tapunium Z,
,,,,,,Metagrossite,
,,,,,,Power Herb,
,,,,,,Assault Vest,
,,,,,,Red Orb,
,,,,,,Blue Orb,
,,,,,,Focus Sash,
,,,,,,Choice Scarf,
,,,,,,Figy Berry,
,,,,,,Mental Herb,
,,,,,,Darkinium Z,
,,,,,,Metagrossite,
,,,,,,Tapunium Z,
,,,,,,Flyinium Z,
,,,,,,Kangaskhan,
,,,,,,Red Orb,
,,,,,,Power Herb,
,,,,,,Blue Orb,
,,,,,,Choice Band,
,,,,,,Focus Sash,
,,,,,,Wiki Berry,
,,,,,,Leftovers,
,,,,,,Choice Scarf,
,,,,,,Lunalium Z,
,,,,,,Focus Sash,
,,,,,,Aguav Berry,
,,,,,,Mago Berry,
,,,,,,Figy Berry,
,,,,,,Mental Herb,
,,,,,,Blue Orb,
,,,,,,Assault Vest,
,,,,,,Payapa Berry,
,,,,,,Electrium Z,
,,,,,,Focus Sash,
,,,,,,Payapa Berry,
,,,,,,,Air Lock
,,,,,,,Fairy Aura
,,,,,,,Misty Surge
,,,,,,,Intimidate
,,,,,,,Beast Boost
,,,,,,,Regenerator
,,,,,,,Prism Armor
,,,,,,,Technician
,,,,,,,Drought
,,,,,,,Beast Boost
,,,,,,,Intimidate
,,,,,,,Iron Barbs
,,,,,,,Prankster
,,,,,,,Electric Surge
,,,,,,,Clear Body
,,,,,,,Fairy Aura
,,,,,,,Intimidate
,,,,,,,Drought
,,,,,,,Drizzle
,,,,,,,Beast Boost
,,,,,,,Psychic Surge
,,,,,,,Intimidate
,,,,,,,Beast Boost
,,,,,,,Dark Aura
,,,,,,,Clear Body
,,,,,,,Electric Surge
,,,,,,,Prankster
,,,,,,,Scrappy
,,,,,,,Drought
,,,,,,,Fairy Aura
,,,,,,,Drizzle
,,,,,,,Air Lock
,,,,,,,Inner Focus
,,,,,,,Misty Surge
,,,,,,,Iron Barbs
,,,,,,,Beast Boost
,,,,,,,Shadow Shield
,,,,,,,Moody
,,,,,,,Gluttony
,,,,,,,Air Lock
,,,,,,,Misty Surge
,,,,,,,Disguise
,,,,,,,Drizzle
,,,,,,,Intimidate
,,,,,,,Iron Barbs
,,,,,,,Electric Surge
,,,,,,,Air Lock
,,,,,,,Inner Focus
